index,tag,depth,id,classes,attrs,inner_text_len
114,svg,17,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
115,path,18,,,"{""d"": ""M9 16.17L4.83 12l-1.42 1.41L9 19 21 7l-1.41-1.41z""}",0
116,div,14,,jJBQF,{},0
117,div,14,,h8bBW,"{""aria-hidden"": ""true""}",5
118,li,14,,,"{""style"": ""display:contents""}",20
119,ul,15,,gQ6DCe,"{""aria-label"": ""Tools"", ""role"": ""group""}",20
120,li,16,,,"{""role"": ""presentation""}",14
121,button,17,,izN7If,"{""data-tool"": ""4"", ""role"": ""menuitemradio"", ""jsname"": ""En3Upb"", ""jsaction"": ""q13TGf"", ""tabindex"": ""0"", ""type"": ""button"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQvZYSCA4""}",14
122,span,18,,aAXUB,"{""aria-hidden"": ""true"", ""style"": ""width:20px;height:20px;font-size:18px""}",1
123,span,18,,,{},13
124,span,18,,bgM5Ee z1asCe rH6l6,"{""style"": ""height:20px;line-height:20px;width:20px""}",0
125,svg,19,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
126,path,20,,,"{""d"": ""M9 16.17L4.83 12l-1.42 1.41L9 19 21 7l-1.41-1.41z""}",0
127,li,16,,,"{""role"": ""presentation""}",6
128,button,17,,izN7If,"{""data-tool"": ""2"", ""role"": ""menuitemradio"", ""jsname"": ""xUwNVb"", ""jsaction"": ""q13TGf"", ""tabindex"": ""0"", ""type"": ""button"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ_s0SCA8""}",6
129,span,18,,z1asCe,"{""aria-hidden"": ""true"", ""style"": ""height:20px;line-height:20px;width:20px""}",0
130,svg,19,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 -960 960 960"", ""height"": ""24"", ""width"": ""24""}",0
131,path,20,,,"{""d"": ""M480-480ZM720-80H480q0-18 0-38t0-42H720V-600H520V-800H240v320q-5,0-10,0t-10,0q-16,0-31,0t-29,0V-800q0-33 23.5-56.5T240-880H560L800-640v480q0,33-23.5,56.5T720-80ZM220-40q-6,0-8-6q-16-61-60.5-105.5T46-212q-6-2-6-8q0-7 6-8q61-16 105.5-60.5T212-394q2-6 8-6q7,0 8,6q17,61 61,105.5T394-228q6,1 6,8q0,6-6,8q-61,16-105.5,60.5T228-46q-1,6-8,6Z""}",0
132,span,18,,,{},6
133,span,18,,bgM5Ee z1asCe rH6l6,"{""style"": ""height:20px;line-height:20px;width:20px""}",0
134,svg,19,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
135,path,20,,,"{""d"": ""M9 16.17L4.83 12l-1.42 1.41L9 19 21 7l-1.41-1.41z""}",0
136,input,13,,,"{""jsname"": ""wcaWdc"", ""accept"": ""image/avif,image/bmp,image/jpeg,image/png,image/webp,image/heif,image/heic"", ""hidden"": """", ""type"": ""file"", ""jsaction"": ""change:fj0v0b;rHjPpc""}",0
137,input,13,,,"{""jsname"": ""vhfHxd"", ""accept"": ""application/pdf,image/avif,image/bmp,image/jpeg,image/png,image/webp,image/heif,image/heic"", ""hidden"": """", ""type"": ""file"", ""jsaction"": ""change:fj0v0b;rHjPpc""}",0
138,div,10,,a4bIc,"{""jscontroller"": ""vZr2rb"", ""jsname"": ""gLFyf"", ""data-mnr"": ""8"", ""jsaction"": ""KjsqPd;input:Lg5SV;blur:fpfTEe;paste:V64iSc;mousedown:LhvU2e""}",0
139,div,11,,YacQv,"{""jsname"": ""vdLsw""}",0
140,textarea,11,APjFqb,gLFyf,"{""jsname"": ""yZiJbe"", ""aria-controls"": ""Alh6id"", ""aria-owns"": ""Alh6id"", ""autofocus"": """", ""title"": ""Search"", ""aria-label"": ""Search"", ""placeholder"": """", ""aria-autocomplete"": ""both"", ""aria-expanded"": ""false"", ""aria-haspopup"": ""false"", ""autocapitalize"": ""off"", ""autocomplete"": ""off"", ""autocorrect"": ""off"", ""maxlength"": ""2048"", ""name"": ""q"", ""role"": ""combobox"", ""rows"": ""1"", ""spellcheck"": ""false"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ39UDCBA""}",0
141,div,10,,fM33ce dRYYxd,{},7
142,div,11,,ywK6Rd,"{""jsname"": ""UdfVXc""}",0
143,div,12,,y1yadf,"{""jscontroller"": ""jywEkf"", ""data-h"": ""1"", ""data-pos"": ""5"", ""jsaction"": ""focusin:G5WBYc;focusout:rnaDOd;mouseenter:ti6hGc;mouseleave:iAJWH;"", ""jsshadow"": """"}",0
144,span,13,,,"{""jsname"": ""bN97Pc"", ""jsslot"": """", ""data-hveid"": ""17"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQl8ITCBE""}",0
145,div,14,,fzj3ad,"{""jscontroller"": ""unV4T"", ""jsname"": ""F7uqIe"", ""data-hp"": ""1"", ""aria-label"": ""Search by voice"", ""role"": ""button"", ""tabindex"": ""0"", ""jsaction"": ""h5M12e;rcuQ6b:npT2md;KHxBOb:EANhx;hATt5e:AkD3se;CQJmec:efDZmf"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQvs8DCBI""}",0
146,svg,15,,ByCvB,"{""aria-hidden"": ""true"", ""focusable"": ""false"", ""viewbox"": ""0 -960 960 960"", ""xmlns"": ""http://www.w3.org/2000/svg""}",0
147,path,16,,,"{""fill"": ""var(--YLNNHc)"", ""d"": ""M480-400q-50 0-85-35t-35-85v-240q0-50 35-85t85-35q50 0 85 35t35 85v240q0 50-35 85t-85 35Zm-40 280v-123q-104-14-172-93t-68-184h80q0 83 58.5 141.5T480-320q83 0 141.5-58.5T680-520h80q0 105-68 184t-172 93v123h-80Z""}",0
148,div,12,,y1yadf,"{""jscontroller"": ""jywEkf"", ""data-h"": ""1"", ""data-pos"": ""5"", ""jsaction"": ""focusin:G5WBYc;focusout:rnaDOd;mouseenter:ti6hGc;mouseleave:iAJWH;"", ""jsshadow"": """"}",0
149,span,13,,,"{""jsname"": ""bN97Pc"", ""jsslot"": """", ""data-hveid"": ""19"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQl8ITCBM""}",0
150,div,14,,etxtjc,"{""jscontroller"": ""lpsUAf"", ""jsname"": ""R5mgy"", ""data-is-images-mode"": ""false"", ""aria-label"": ""Search by image"", ""role"": ""button"", ""tabindex"": ""0"", ""jsaction"": ""rcuQ6b:npT2md;h5M12e;AMruCe:Zpug7c"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQhqEICBQ""}",0
151,svg,15,,hWdRGb,"{""aria-hidden"": ""true"", ""focusable"": ""false"", ""viewbox"": ""0 -960 960 960"", ""xmlns"": ""http://www.w3.org/2000/svg""}",0
152,path,16,,,"{""fill"": ""var(--YLNNHc)"", ""d"": ""M480-320q-50 0-85-35t-35-85q0-50 35-85t85-35q50 0 85 35t35 85q0 50-35 85t-85 35Zm240 160q-33 0-56.5-23.5T640-240q0-33 23.5-56.5T720-320q33 0 56.5 23.5T800-240q0 33-23.5 56.5T720-160Zm-440 40q-66 0-113-47t-47-113v-80h80v80q0 33 23.5 56.5T280-200h200v80H280Zm480-320v-160q0-33-23.5-56.5T680-680H280q-33 0-56.5 23.5T200-600v120h-80v-120q0-66 47-113t113-47h80l40-80h160l40 80h80q66 0 113 47t47 113v160h-80Z""}",0
153,button,11,,plR5qb,"{""jsname"": ""B6rgad"", ""tabindex"": ""0"", ""jscontroller"": ""jNZDL"", ""role"": ""link"", ""jsaction"": ""click:bujKIf;mouseenter:vG60uf;mouseleave:NS5Xl;C7YCKd:wezfDd;rcuQ6b:npT2md;jNhznf:Jscxsc;TsIFpc:fIti1b;by9jW:bfvkpd;FU8dpd:VH3XBb;"", ""type"": ""button"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQteYPCBU""}",7
154,div,12,,CcxW7b BznTFe,"{""jsname"": ""IVmF1e""}",0
155,div,13,,fZhNMe,"{""jsname"": ""HQj0A""}",0
156,div,14,,WkMYIb,{},0
157,div,15,,eruMcc,"{""jsname"": ""JoEfzc""}",0
158,div,16,,Tdahud,{},0
159,div,17,,tgPjse,{},0
160,div,15,,eruMcc eOuHwe,{},0
161,div,16,,Tdahud,{},0
162,div,17,,tgPjse,{},0
163,div,12,,bvUkz,{},0
164,div,12,,u4Uk3c,{},7
165,span,13,,PD3zdc L0nkUd z1asCe,"{""style"": ""height:20px;line-height:20px;width:20px""}",0
166,svg,14,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""enable-background"": ""new 0 0 24 24"", ""height"": ""24"", ""viewbox"": ""0 0 24 24"", ""width"": ""24""}",0
167,g,15,,,{},0
168,rect,16,,,"{""fill"": ""none"", ""height"": ""24"", ""width"": ""24""}",0
169,g,15,,,{},0
170,g,16,,,{},0
171,path,17,,,"{""d"": ""M17.5 12c0-3.04 2.46-5.5 5.5-5.5-3.04 0-5.5-2.46-5.5-5.5 0 3.04-2.46 5.5-5.5 5.5 3.04 0 5.5 2.46 5.5 5.5z""}",0
172,path,17,,,"{""d"": ""M15.65 11.58c.18-.5.27-1.03.31-1.58h-2c-.1 1.03-.51 1.93-1.27 2.69-.88.87-1.94 1.31-3.19 1.31C7.03 14 5 12.07 5 9.5 5 7.03 6.93 5 9.5 5c.46 0 .89.08 1.3.2l1.56-1.56C11.5 3.22 10.55 3 9.5 3 5.85 3 3 5.85 3 9.5S5.85 16 9.5 16c.56 0 2.26-.06 3.8-1.3l6.3 6.3 1.4-1.4-6.3-6.3c.4-.5.72-1.08.95-1.72z""}",0
173,span,13,,lTxWLe,{},7
174,span,13,,PD3zdc hMo0Tb z1asCe,"{""style"": ""height:20px;line-height:20px;width:20px""}",0
175,svg,14,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
176,path,15,,,"{""d"": ""M12 4l-1.41 1.41L16.17 11H4v2h12.17l-5.58 5.59L12 20l8-8z""}",0
177,button,11,,byb4Md,"{""jsname"": ""q00WCc"", ""style"": ""display:none"", ""aria-label"": ""Send"", ""tabindex"": ""0"", ""type"": ""submit"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ4dUDCBY""}",0
178,span,12,,LAJCOc z1asCe,"{""aria-hidden"": ""true""}",0
179,svg,13,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
180,path,14,,,"{""d"": ""M12 4l-1.41 1.41L16.17 11H4v2h12.17l-5.58 5.59L12 20l8-8z""}",0
181,div,9,,WwJHVc MGe1Ac,"{""jsname"": ""ydjrEf"", ""jscontroller"": ""RTvDI"", ""jsdata"": ""I8wsob;_;A11qaqGyEveKkPIPqavG2AI2"", ""jsaction"": ""FU8dpd:VH3XBb;jNhznf:Jscxsc;TsIFpc:fIti1b;rcuQ6b:npT2md"", ""data-hveid"": ""23"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQuZYSCBc""}",46
182,div,10,,gshNb,{},46
183,div,11,,gth5fd,"{""jsname"": ""FPycPc""}",0
184,button,11,,DBqRk,"{""jsname"": ""En3Upb"", ""data-tool"": ""4"", ""aria-labelledby"": ""sb-accessible-label-4"", ""jsaction"": ""KziKod"", ""tabindex"": ""0"", ""type"": ""button"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQrbQSCBg""}",27
185,span,12,,eL7oAc aAXUB,"{""aria-hidden"": ""true"", ""style"": ""width:20px;height:20px;font-size:18px""}",1
186,span,12,sb-tool-label-4,,{},6
187,span,12,,RMHDZd z1asCe wuXmqc,"{""aria-hidden"": ""true"", ""style"": ""height:20px;line-height:20px;width:20px""}",0
188,svg,13,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
189,path,14,,,"{""d"": ""M19 6.41L17.59 5 12 10.59 6.41 5 5 6.41 10.59 12 5 17.59 6.41 19 12 13.41 17.59 19 19 17.59 13.41 12z""}",0
190,span,12,sb-accessible-label-4,,"{""style"": ""display:none""}",20
191,button,11,,DBqRk,"{""jsname"": ""xUwNVb"", ""data-tool"": ""2"", ""aria-labelledby"": ""sb-accessible-label-2"", ""jsaction"": ""KziKod"", ""tabindex"": ""0"", ""type"": ""button"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQwuYSCBk""}",19
192,span,12,,eL7oAc z1asCe,"{""aria-hidden"": ""true"", ""style"": ""height:20px;line-height:20px;width:20px""}",0
193,svg,13,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 -960 960 960"", ""height"": ""24"", ""width"": ""24""}",0
194,path,14,,,"{""d"": ""M480-480ZM720-80H480q0-18 0-38t0-42H720V-600H520V-800H240v320q-5,0-10,0t-10,0q-16,0-31,0t-29,0V-800q0-33 23.5-56.5T240-880H560L800-640v480q0,33-23.5,56.5T720-80ZM220-40q-6,0-8-6q-16-61-60.5-105.5T46-212q-6-2-6-8q0-7 6-8q61-16 105.5-60.5T212-394q2-6 8-6q7,0 8,6q17,61 61,105.5T394-228q6,1 6,8q0,6-6,8q-61,16-105.5,60.5T228-46q-1,6-8,6Z""}",0
195,span,12,sb-tool-label-2,,{},6
196,span,12,,RMHDZd z1asCe wuXmqc,"{""aria-hidden"": ""true"", ""style"": ""height:20px;line-height:20px;width:20px""}",0
197,svg,13,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
198,path,14,,,"{""d"": ""M19 6.41L17.59 5 12 10.59 6.41 5 5 6.41 10.59 12 5 17.59 6.41 19 12 13.41 17.59 19 19 17.59 13.41 12z""}",0
199,span,12,sb-accessible-label-2,,"{""style"": ""display:none""}",13
200,div,10,,fM33ce dRYYxd,"{""jsname"": ""B763Tc""}",0
201,div,9,,M8H8pb,"{""jsname"": ""mvaK7d"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ4d8ICBo""}",0
202,div,8,,BznTFe,"{""jsname"": ""IVmF1e""}",0
203,div,9,,fZhNMe,"{""jsname"": ""HQj0A""}",0
204,div,10,,WkMYIb,{},0
205,div,11,,eruMcc,"{""jsname"": ""JoEfzc""}",0
206,div,12,,Tdahud,{},0
207,div,13,,tgPjse,{},0
208,div,11,,eruMcc eOuHwe,{},0
209,div,12,,Tdahud,{},0
210,div,13,,tgPjse,{},0
211,div,8,,UUbT9 EyBRub,"{""jscontroller"": ""Dvn7fe"", ""jsname"": ""UUbT9"", ""style"": ""display:none"", ""jsaction"": ""mouseout:ItzDCd;mouseleave:MWfikb;hBEIVb:nUZ9le;ldyIye:CmVOgc"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ4tUDCBs""}",46
212,div,9,,,"{""jscontroller"": ""Wo3n8"", ""jsname"": ""aadvhe"", ""jsmodel"": "" d5EhJe"", ""data-bkt"": ""searchbox"", ""data-fhs"": """", ""data-maindata"": ""[null,null,null,\""autocomplete_user_feedback_kp_id\"",null,11,null,null,null,null,null,5010715,\""searchbox\"",null,\""AutocompletePrediction\"",null,null,null,null,11]"", ""data-ofbl"": ""114,120,134"", ""data-pid"": ""5010715"", ""jsaction"": ""kPzEO: MlP2je;qjLxRc: FbhRG;w8f1fc: hRwSgb;kq2wxf: s5CUif;aIJAdf: UhDUnd;rwuG3b: KGQHJd;BqbTbe: naa5ve;kYAKrf: CqUGrf;hwhRRe: KyxjCd;rcuQ6b: npT2md"", ""jsdata"": ""vST7rb;_;A11qaqGyEveKkPIPqavG2AI3 zEIyGd;_;""}",0
213,div,10,_A11qaqGyEveKkPIPqavG2AI_3,,{},0
214,div,11,_A11qaqGyEveKkPIPqavG2AI_5,yp,"{""jsname"": ""GkjeIf"", ""data-jiis"": ""up"", ""data-async-type"": ""kp_feedback"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ68cECBw""}",0
215,div,9,,YB4h9 ky4hfd,"{""jscontroller"": ""P10Owf"", ""aria-label"": ""Choose what you’re giving feedback on"", ""jsdata"": ""vST7rb;_;A11qaqGyEveKkPIPqavG2AI3"", ""role"": ""dialog"", ""tabindex"": ""-1"", ""jsaction"": ""kPzEO:MlP2je;qjLxRc:MlP2je;w8f1fc:hRwSgb;kq2wxf:s5CUif"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQlokGCB0""}",0
216,div,10,_A11qaqGyEveKkPIPqavG2AI_7,ctiYKd,{},0
217,div,9,,RjPuVb,"{""jsname"": ""RjPuVb""}",0
218,div,9,,aajZCb,"{""jsname"": ""aajZCb""}",14
219,div,10,,xtSCL,{},0
220,div,10,Alh6id,gDtRnb,"{""role"": ""presentation""}",0
221,div,11,,erkvQe,"{""jsname"": ""erkvQe""}",0
222,div,11,,e1R9Ud,"{""jsname"": ""tovEib"", ""role"": ""presentation""}",0
223,div,10,shJ2Vb,OBMEnb,"{""jsname"": ""E80e9e"", ""role"": ""presentation""}",0
224,ul,11,,G43f7e,"{""jsname"": ""bw4e9b"", ""role"": ""listbox""}",0
225,div,10,ynRric,ynRric,"{""role"": ""presentation""}",0
226,li,10,YMXe,sbct PZPZlf,"{""data-view-type"": ""1"", ""role"": ""presentation"", ""data-attrid"": ""AutocompletePrediction"", ""data-entityid"": ""autocomplete_user_feedback_kp_id""}",14
227,div,11,,eIPGRd,{},14
228,div,12,,sbic,{},0
229,div,13,,j0GJWd,"{""style"": ""display:none""}",0
230,div,14,,,{},0
231,img,15,,uHGFVd AZNDm,"{""alt"": """", ""style"": ""display:none""}",0
232,div,14,,iQxPRb,{},0
233,img,15,,uHGFVd EOLKOc,"{""alt"": """", ""style"": ""display:none""}",0
234,img,15,,uHGFVd EOLKOc,"{""alt"": """", ""style"": ""display:none""}",0
235,svg,13,,x6vvNd,"{""aria-hidden"": ""true"", ""viewbox"": ""0 -960 960 960""}",0
236,div,12,,pcTkSc,{},8
237,div,13,,lnnVSe,"{""aria-atomic"": ""true"", ""role"": ""option""}",0
238,div,14,,wM6W7d,{},0
239,span,15,,,{},0
240,div,14,,ClJ9Yb,{},0
241,div,15,,zjKSsb,{},0
242,span,15,,dKU7sc,{},0
243,div,14,,a5RLac,{},0
244,span,15,,,{},0
245,div,13,,Sz7Lee MagqMc U48fD,"{""style"": ""display:none"", ""aria-label"": ""See more"", ""role"": ""button"", ""tabindex"": ""0""}",8
246,hr,14,,Bi9oQd,"{""aria-hidden"": ""true""}",0
247,div,14,,ZFiwCf,{},8
248,span,15,,LGwnxb JGD2rd,{},8
249,span,15,,w2fKdd z1asCe,"{""style"": ""height:20px;line-height:20px;width:20px""}",0
250,svg,16,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
251,path,17,,,"{""d"": ""M8.59 16.59L13.17 12 8.59 7.41 10 6l6 6-6 6-1.41-1.41z""}",0
252,div,12,,AQZ9Vd,"{""aria-atomic"": ""true"", ""role"": ""button""}",6
253,div,13,,sbai,"{""role"": ""presentation""}",6
254,li,10,d6ItKb,AB2Fdd,"{""data-view-type"": ""9"", ""role"": ""presentation""}",0
255,div,11,,eIPGRd,{},0
256,div,12,fU0xAb,ZDHp,"{""style"": ""display:none"", ""role"": ""presentation""}",0
257,div,13,,kZtr1b,{},0
258,div,14,,lnnVSe,"{""aria-atomic"": ""true"", ""role"": ""option""}",0
259,div,15,,SHFPkb,{},0
260,div,15,,bTSf5c,{},0
261,div,15,,PnfqLc,{},0
262,div,15,,HrUlUc,{},0
263,div,14,,Tnv2td,"{""style"": ""display:none"", ""aria-label"": ""Word pronunciation"", ""aria-atomic"": ""true"", ""role"": ""button""}",0
264,span,15,,z76Rnb z1asCe JKu1je,{},0
265,svg,16,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
266,path,17,,,"{""d"": ""M3 9v6h4l5 5V4L7 9H3zm13.5 3c0-1.77-1.02-3.29-2.5-4.03v8.05c1.48-.73 2.5-2.25 2.5-4.02zM14 3.23v2.06c2.89.86 5 3.54 5 6.71s-2.11 5.85-5 6.71v2.06c4.01-.91 7-4.49 7-8.77s-2.99-7.86-7-8.77z""}",0
267,div,14,,Vlt3wb,"{""style"": ""display:none""}",0
268,span,13,,XAFD5c,"{""style"": ""display:none""}",0
269,div,13,,j0GJWd,"{""style"": ""display:none""}",0
270,div,14,,,{},0
271,img,15,,uHGFVd AZNDm,"{""alt"": """", ""style"": ""display:none""}",0
272,div,14,,iQxPRb,{},0
273,img,15,,uHGFVd EOLKOc,"{""alt"": """", ""style"": ""display:none""}",0
274,img,15,,uHGFVd EOLKOc,"{""alt"": """", ""style"": ""display:none""}",0
275,li,10,TN4rFf,IDVnvc PZPZlf,"{""data-view-type"": ""6"", ""role"": ""presentation"", ""data-attrid"": ""AutocompletePrediction"", ""data-entityid"": ""autocomplete_user_feedback_kp_id""}",0
276,div,11,,cRV9hb,{},0
277,div,12,,aVbWac,{},0
278,div,13,,sbic,{},0
279,div,12,,pcTkSc,"{""role"": ""presentation""}",0
280,div,13,,lnnVSe,"{""aria-atomic"": ""true"", ""role"": ""option""}",0
281,div,14,,wM6W7d,{},0
282,span,15,,,{},0
283,div,14,,ClJ9Yb,{},0
284,span,15,,dKU7sc,{},0
285,div,10,,T14B5e iThwld,"{""jsname"": ""VlcLAe""}",0
286,center,11,,,{},0
287,input,12,,gNO89b,"{""value"": ""Google Search"", ""aria-label"": ""Google Search"", ""name"": ""btnK"", ""role"": ""button"", ""tabindex"": ""0"", ""type"": ""submit"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ4dUDCCA""}",0
288,input,12,,RNmpXc,"{""jscontroller"": ""s980lf"", ""value"": ""I'm Feeling Lucky"", ""aria-label"": ""I'm Feeling Lucky"", ""name"": ""btnI"", ""type"": ""submit"", ""jsaction"": ""rcuQ6b:npT2md;QIWlh"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ19QECCE""}",0
289,div,9,,,"{""jsname"": ""JUypV""}",32
290,div,10,,WzNHm mWcf0e,"{""jscontroller"": ""gSZvdb"", ""data-dccl"": ""false"", ""role"": ""button"", ""tabindex"": ""0"", ""jsdata"": ""vST7rb;_;A11qaqGyEveKkPIPqavG2AI3"", ""jsaction"": ""i5KCU;kVBCVd:yM1YJe"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ6scECCI""}",32
291,div,11,,VfL2Y LRZwuc,{},32
292,div,8,,FPdoLc T14B5e iThwld,{},0
293,center,9,,,{},0
294,input,10,,gNO89b,"{""value"": ""Google Search"", ""aria-label"": ""Google Search"", ""name"": ""btnK"", ""role"": ""button"", ""tabindex"": ""0"", ""type"": ""submit"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ4dUDCCM""}",0
295,input,10,gbqfbb,,"{""value"": ""I'm Feeling Lucky"", ""aria-label"": ""I'm Feeling Lucky"", ""name"": ""btnI"", ""role"": ""button"", ""tabindex"": ""0"", ""type"": ""submit"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQnRsIJA""}",0
296,div,8,,,"{""jsname"": ""IVhgRe"", ""jsaction"": ""CudXPd:iu9yrc;TsIFpc:aGAD7e""}",0
297,g-snackbar,8,,,"{""jsname"": ""QWGvNb"", ""jscontroller"": ""OZLguc"", ""style"": ""display:none"", ""data-os"": ""1"", ""jsshadow"": """"}",0
298,div,9,,jhZvod,"{""jsname"": ""sM5MNb"", ""aria-live"": ""polite""}",0
299,div,10,,Wu0v9b v0rrvd,"{""jsname"": ""Ng57nc"", ""style"": ""margin:0 20px;bottom:80px"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQ4G8IJQ""}",0
300,div,11,,b77HKf,{},0
301,div,12,,rIxsve,"{""jsname"": ""bN97Pc"", ""jsslot"": """", ""style"": ""display:none""}",0
302,span,13,,Txngnb wHYlTd yUTMj,{},0
303,span,14,,tzTHEb,{},0
304,span,15,,MEjb7,"{""jsname"": ""Le4q9b"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQt8EOCCY""}",0
305,div,15,,NnfpFe btku5b FR7ZSc dmKIje OJeuxf,"{""aria-label"": ""Close"", ""role"": ""button"", ""tabindex"": ""0""}",0
306,div,16,,niO4u B6OMee,{},0
307,span,17,,z1asCe wuXmqc,"{""style"": ""height:18px;line-height:18px;width:18px""}",0
308,svg,18,,,"{""focusable"": ""false"", ""aria-hidden"": ""true"", ""xmlns"": ""http://www.w3.org/2000/svg"", ""viewbox"": ""0 0 24 24""}",0
309,path,19,,,"{""d"": ""M19 6.41L17.59 5 12 10.59 6.41 5 5 6.41 10.59 12 5 17.59 6.41 19 12 13.41 17.59 19 19 17.59 13.41 12z""}",0
310,script,7,,,"{""nonce"": ""BvLJcOA6-KMUoINCrboOLg""}",221
311,div,6,tophf,,{},0
312,input,7,,,"{""name"": ""sca_esv"", ""value"": ""4ae5e3414be49368"", ""type"": ""hidden""}",0
313,input,7,,,"{""name"": ""source"", ""type"": ""hidden"", ""value"": ""hp""}",0
314,input,7,,,"{""value"": ""A11qaqGyEveKkPIPqavG2AI"", ""name"": ""ei"", ""type"": ""hidden""}",0
315,input,7,,,"{""value"": ""ABILxe8AAAAAamprExKWmwYdv0y_wrsQDrjd700np_kf"", ""name"": ""iflsig"", ""type"": ""hidden""}",0
316,div,4,,o3j99 qarstb,{},0
317,div,5,,,{},0
318,div,6,_A11qaqGyEveKkPIPqavG2AI_9,yp,"{""jscontroller"": ""ms4mZb"", ""jsname"": ""FAeNCb"", ""data-ecom"": ""true"", ""data-endpoint"": ""2"", ""data-jiis"": ""up"", ""data-async-type"": ""hpba"", ""jsaction"": ""rcuQ6b:npT2md"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQj-0KCCg""}",0
319,script,6,,,"{""nonce"": ""BvLJcOA6-KMUoINCrboOLg""}",15440
320,div,5,,,{},0
321,div,6,_A11qaqGyEveKkPIPqavG2AI_10,yp,"{""jscontroller"": ""ms4mZb"", ""jsname"": ""FAeNCb"", ""data-ecom"": ""true"", ""data-endpoint"": ""1"", ""data-istweed"": ""true"", ""data-jiis"": ""up"", ""data-async-type"": ""hpba"", ""jsaction"": ""rcuQ6b:npT2md"", ""data-ved"": ""0ahUKEwjhv47O1_iVAxV3BUQIHamVESsQj-0KCCk""}",0
322,div,4,,,"{""jscontroller"": ""B2qlPe"", ""jsname"": ""cgsKlb"", ""jsaction"": ""rcuQ6b:npT2md""}",0
323,div,4,,o3j99,{},209
324,div,5,,c93Gbe,"{""role"": ""contentinfo""}",209
